,Palabra clave,Texto editado,Es Eufemistico,Categoria,Fuente,Fuente de Origen (Bibliografia),Pais,Observations
573,Buscar nuevos horizontes,"Reveló, asimismo, que su alianza con el canal América CV Network (canal 24) caducó, lo que le permite escuchar ofertas y “buscar nuevos horizontes” dentro de la industria de la pantalla chica. Para finales de este mes sabrá que le deparará el futuro con sus proyectos televisivos.Él creador del personaje ""Pipo Jordan"" reveló que ha habido varias reuniones y conversaciones las que describió como ""interesantes"". Además, precisó que hay interés por parte de Univisión en sus producciones.",0,Arte y Cultura,REA (Corpes Siglo XXI),"Tirado, Frances: «Posible salto de Rubén Sánchez y TV Ilegal a Univisión». Primera hora.com. Guaynabo: primerahora.com, 2012-07-12",Puerto Rico,
574,Buscar nuevos horizontes,"En 1950, el dúo de las hermanas Loyola alcanzó el Caupolicán, el más alto galardón otorgado por los periodistas de cine, radio y teatro al mejor conjunto folclórico de ese momento. Un viento malo destruyó el dúo y debimos separarnos para seguir diferentes caminos. Entonces me sentí sola y con un futuro incierto. Decidí viajar a Buenos Aires para “buscar nuevos horizontes”. Un feliz encuentro con los más grandes estudiosos de la época: Carlos Vega, Rafael Gijena Sánchez, Escalada Ezcurra, Antonio Barceló (fundador y director de la Escuela Nacional de Danzas Folclóricas), Augusto Raúl Cortazar, Isabel Aretz, entre otros, quienes después de escuchar mi voz y mi guitarra guiaron mis pasos para el estudio de la danza tradicional argentina.",0,Arte y Cultura,REA (Corpes Siglo XXI),"Loyola, Margot; Cádiz, Osvaldo: La Cueca: Danza de la vida y de la muerte. Valparaíso: Ediciones Universitarias de Valparaíso, 2010",Chile,
575,Buscar nuevos horizontes,"Se había criado con una nana, Nancy, que le hablaba del demonio como si fuera un amigo de todos los días. No fue de las que se vino por falta de oportunidades en su vida sino por la promesa de aventura. Algunos iban a monasterios budistas a los pies del Himalaya, otros a comunidades que vivían en equilibrio con la naturaleza en el Amazonas, ella y sus amigos se vinieron aquí. Tiempos hermosos en que tanto desajuste nos hacía “buscar nuevos horizontes”, dijo, emocionada, alejarnos de lo conocido, reinventarnos. En que explorar nos hacía ser lo que éramos.",0,Relato,REA (Corpes Siglo XXI),"Paz Soldán, Edmundo: «Artificial». Las visiones. Madrid: Páginas de Espuma, 2016",Bolivia,
576,Buscar nuevos horizontes,"El músico nacido en San Pablo asegura: ""Creo que cada variante musical dentro de la banda se correspondió al momento que atravesábamos. Pero la propuesta, que siempre fue la de “buscar nuevos horizontes”, no cambió. Incluso cuando Max estaba, los discos que grabamos fueron bien diferentes entre sí. Conocer otros lugares y otras músicas y tocar mucho nos impulsó a tener otro tipo de evolución. El ingreso de Derrick aportó influencias y características novedosas. Es un vocalista diferente que puede cantar melodías y que colabora a la hora de buscar ideas.",0,Arte y Cultura,REA (Corpes Siglo XXI),"Vera Rojas, Yumber: «Especial: grandes valores del heavy metal. Pesos pesados». Página/12. Rosario: pagina12.com.ar, 2007-01-15",Argentina,
577,Buscar nuevos horizontes,"La situación política ha sido un factor que ha impulsado a muchos pequeños y medianos empresarios a “buscar nuevos horizontes” en el sur de la Florida, opinó Victoria Azpúrua, economista y presidenta honoraria de la Cámara Venezolana-Americana de la Florida.",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Ocando, Casto: «Petrodólares venezolanos inundan el sur de la Florida». El Nuevo Herald. Miami: elnuevoherald.com, 2004-12-06",Estados Unidos,
578,Buscar nuevos horizontes,"Me pareció una buena oportunidad para separar una cosa de la otra, el juego, de la necesidad. Dos ritos en un mismo acto no terminan siendo ni lo uno ni lo otro. La plaza se había convertido en un destino ordinario, cargado de medias tintas, intenté “buscar nuevos horizontes”. Así fue cómo dando la vuelta a la manzana, entre la parroquia y el cementerio, descubrí el vivero municipal. Evidentemente el que había trazado la maqueta del pueblo había resuelto concentrar todo en un solo sitio. Nos habíamos mudado hacía más de dos años y nunca me había enterado de ese mundo",0,Novela,REA (Corpes Siglo XXI),"Havilio, Iosi: Pequeña flor. Buenos Aires: Random House, 2015",Argentina,
579,Buscar nuevos horizontes,"Todo en la vida de los perros queda expuesto, sus deseos primarios, sus gustos por las alcachofas, sus ladridos, sus amores, sus mañas, sus sustos, sus países imaginarios, sus sonidos, sus seres preferidos, su día ideal, su árbol, la marcada tendencia a “buscar nuevos horizontes” en cada hueco. Un perro es un ser cercano si nos mira a los ojos, cómplice, discreto, fiel, auténtico, solidario, guardián, el perro siempre apuesta por nuestra causa y se echa a los pies de ella.",0,Relato,REA (Corpes Siglo XXI),"Chejlyk, Clawdia: «Aparento un minuto». Letralia. Cagua: letralia.com, 2009",Venezuela,
580,Buscar nuevos horizontes,"Los incentivos no necesariamente tienen que ser económicos: nuevos y mejores laboratorios, una carga docente más equilibrada, mayor acceso a recursos de investigación... Todo ello podría servir para que la gente se planteara cambiar y “buscar nuevos horizontes”. Pero, al final, moverse entre universidades o institutos es, a menudo, solo una cuestión de encontrar el lugar donde estabilizarse y, a partir de ahí, quedarse quieto. La estabilidad es deseable; el conformismo, no. La pérdida de talento (fuga de cerebros)",0,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"@CientificoenEsp: Científico en España: guía de supervivencia. Barcelona: Aguilar, 2019",España,
581,Buscar nuevos horizontes,"Desde hace algunos meses empecé a frecuentar diferentes viñedos de Querétaro, región clave al tratar el tema en cuestión. La necesidad de reivindicación y, más importante aún, de diferenciación con respecto a otras zonas productoras de nuestro país, llevó a las bodegas locales a “buscar nuevos horizontes”; hoy, lejos de ser ejemplares afrutados y en extremo dulces (perfil asociado erróneamente al paladar mexicano), los espumantes queretanos están capturando la atención de propios y extraños.",0,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"Borboa, Carlos: «Espumosos: el secreto mejor guardado». El Universal. México D.F.: eluniversal.com.mx, 2016-09-22",Mexico,
582,Buscar nuevos horizontes,"Qué habría sido de Jimmy si no nos hubiéramos conocido. Tal vez habría renunciado a su trabajo en el aeropuerto hace diez años, para “buscar nuevos horizontes” y toda esa basura; pero él solo no habría llegado a más. Estaría trabajando con un carrito, al lado del parque Ñu Guasú, vendiendo panchos. ""Al menos soy mi propio jefe"", diría, tratando de disimular su fracaso.",0,Novela,REA (Corpes Siglo XXI),"Bustos, Mónica: Chico Bizarro y las moscas. Asunción: Alfaguara, 2011",Paraguay,
583,Buscar nuevos horizontes,"— Ha llegado la hora de “buscar nuevos horizontes"" y proclamar la paz para encontrar la felicidad. Lo primero es ser útil a la sociedad, enalteciéndola con trabajo arduo y mostrando el espíritu desnudo, el que no se arruga ni se opaca. Romperé barreras y me levantaré mostrando que soy capaz de levantar la bandera de mi hogar.",0,Novela,REA (Corpes Siglo XXI),"Peña, Ruth: Rufina del Valle. Santo Domingo: Editorial Ciguapa, 2001",Republica Dominicana,
584,Buscar nuevos horizontes,"“Se armó un proyecto familiar, con el impulso del tío Alfredo y la necesidad de “buscar nuevos horizontes”, relata Matilde, quien además, es escribana. En un momento de pausa en su carrera, hizo el curso de Analista en Marketing, también en UTU, que “me abrió la cabeza con buenos profesores y gran nivel en el grupo”.",0,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"«Doña Maruja, el buen gusto al alcance de todos». EL TELÉGRAFO. Paysandú: eltelegrafo.com, 2020-10-16",Uruguay,
585,Buscar nuevos horizontes,"Voces críticas, actitudes disidentes entre una serie de políticos e intelectuales cuya preocupación es común, colectiva: conocer a España en sus contradicciones, repensarla, modernizarla y aproximarla a Europa. En este contexto se inscribe la inquietud por “buscar nuevos horizontes” estéticos, materializados, concretizados en los múltiples y variados intentos de renovación, con evoluciones estéticas muy individualizadas; movimiento renovador al que se hace mención desde el mismo título. ",0,Ciencias Sociales,REA (Corpes Siglo XXI),"«Cristina Sánchez Ávila Universitat de València». Stichomythia. Valencia: Departamento de Filología Española de la Universitat de València, 2002-01-03",España,
