,Palabra clave,Texto editado,Es Eufemistico,Categoria,Fuente,Fuente de Origen (Bibliografia),Pais,Observations,,,,,,,,,,,,,,,,,,
829,Amiga intima,"En ese sentido, Alvarenga pide a Ojeda que aclare que estando Teodoro Ferreira en el consejo del IPS fue denunciado como gestor de préstamos directos por varias empresas por más de 10.000.000 de dólares. Añadió que también fue acusado por pedir coimas y comisiones y que en la época de su representante en la previsional (Ferreira) el ente perdió más del 50% de sus reservas. ""Además, hizo nombrar a varios de sus parientes y hasta a una “amiga íntima” que era planillera hasta hace poco"", dijo.",0,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"«No cesan las denuncias contra el líder de la CNT, Eduardo Ojeda». ABC Color. Asunción: abc.com.py, 2001-02-01",Paraguay,,,,,,,,,,,,,,,,,,,
830,Amiga intima,"En España, la novia suele entregar el bouquet a alguien decidido previamente por la pareja, que puede ser una hermana o alguna “amiga íntima”. También se le ofrece a la Virgen de la que la novia o la pareja es devota.",0,"Actualidad, ocio y vida cotidiana",REA (Corpes Siglo XXI),"Zingg, Margarita; Aranaga, Mario: Glamour para novias. Caracas: Aguilar, 2011",Venezuela,,,,,,,,,,,,,,,,,,,
831,Amiga intima,"Con los ojos rojos y anegados de llanto, cubriéndose a menudo el rostro con las manos, Analaura Blassio declaró, sin dejar lugar a dudas, que ella había sido “amiga íntima” de la occisa, y buena amiga de su esposo, y por la misma vía estableció que los Dawson estaban muy lejos de conformar el hogar ideal que se describió con profusión en la prensa local y en el expediente por boca de la testigo, estremecida por la angustia, se conoció que en los últimos meses Melina había mantenido un bochornoso romance con el individuo que reparaba las computadoras de su clínica.",0,Novela,REA (Corpes Siglo XXI),"Barría Alvarado, Ariel: La casa que habitamos. Panamá: INAC, 2007",Panama,,,,,,,,,,,,,,,,,,,
832,Amiga intima,"A continuación se encuentran los casos de dos mujeres más activas frente a sus deseos de vida, es decir, reaccionan ante sus destinos. Gaby, “amiga íntima” de Ana en La niña en la palomera (Fernando Cuadra), es poco querida en la casa de ésta por ser una mala influencia. Desconforme con ir al Liceo, y reducir su vida al medio que la rodea, decide actuar. ",0,Arte y Cultura,REA (Corpes Siglo XXI),"Darrigrandi Navarro, Claudia: Dramaturgia y género en el Chile de los sesenta. Santiago de Chile: LOM Ediciones, 2001",Chile,,,,,,,,,,,,,,,,,,,
833,Amiga intima,"Tampoco somos tan cercanas como para desahogarme con ella de las tantas pequeñas penas diarias. Yo tendía a desconfiar de las mujeres, eso estaba muy en boga en mi juventud. La otra era siempre tu potencial enemiga. Y como yo era tan linda... parecía ser enemiga de todas. No habían aparecido aún las feministas y nadie hablaba de la solidaridad de género, de las redes de mujeres y de esas cosas. En fin..., pa qué me quejo, demás que si hubiera tenido una “amiga íntima”, lo mismo ya se habría muerto.",0,Novela,REA (Corpes Siglo XXI),"Serrano, Marcela: Diez mujeres. Madrid: Alfaguara, 2011",Chile,,,,,,,,,,,,,,,,,,,
834,Amiga intima,"Cerró los ojos esperando con el gesto anular la pesadilla que presenciaba. ¿Sería Carla? No, no podía ser. Carla, que sabía bien su affair, no habría sido capaz de hacerle una cosa así. Era su “amiga íntima” y Olivia le hacía costosos regalos. Además eran compinches en todo y ambas despreciaban y criticaban a Roberto, por su manera de ser tan ordinaria, según las dos. Con nadie más se había atrevido a quejarse de su trato y modales, sólo con ella. ""Vivo avergonzada de su poca cultura.",0,Novela,REA (Corpes Siglo XXI),"Guzmán, Susana: La ciudad de los sueños perdidos. Barcelona: Montesinos, 2004",Peru,,,,,,,,,,,,,,,,,,,
835,Amiga intima,"Ocurre algo muy similar en La niña en la palomera (Fernando Cuadra), donde nuevamente aparece el ambiente familiar bastante desmedrado: en el caso de Gaby, “amiga íntima” de Ana, no hay un ejemplo a seguir. En su casa vive con su madre, quien se emborracha continuamente y suele estar con diversos hombres. En el caso del resto de la patota, tienen diferentes motivos para no estar conformes con su vida.",0,Arte y Cultura,REA (Corpes Siglo XXI),"Darrigrandi Navarro, Claudia: Dramaturgia y género en el Chile de los sesenta. Santiago de Chile: LOM Ediciones, 2001",Chile,,,,,,,,,,,,,,,,,,,
836,Amiga intima,"Parece ser que todos cumplieron el juramento menos el propio monarca, quien unos pocos años más tarde tuvo que abandonar España rumbo a París. Según se sabe por unas cartas privadas del Rey adquiridas en pública subasta en la sala Christie's de King Street, en Londres, Alfonso XIII le reveló a una “amiga íntima” el sabor exquisito del puchero póstumo que al parecer todos los de la comitiva probaron. Por las descripciones que han llegado hasta nuestros días, el plato que tomaron hecho de muerta debió de ser una especie de ris de veau lacado con vino de Jerez y micropuré de legumbres, muy propio de la alta cocina contemporánea.",0,Relato,REA (Corpes Siglo XXI),"Royuela, Fernando: «Almuerzo regio». El rombo de Michaelis. Madrid: Alfaguara, 2007",España,,,,,,,,,,,,,,,,,,,
837,Amiga intima,"Cada frase era un caos privado donde coexistían sin problemas un recuerdo escolar, un chisme de peluquería, unos renglones procaces de una biografía novelada de Mariquita Sánchez de Thompson, una alabanza del jardinero de la casa de veraneo que tenían con su marido en Punta del Este, la colección de pelucas de una “amiga íntima” ─recientemente aligerada de un tumor cerebral del tamaño de un melón rosado─, los sudores fríos de la menopausia, un dilema crucial ─¿eutonía o ashtanga yoga?, ¿pesas o tanques de flotación?─, ciertas sospechas sobre el uso que la mucama hacía de su tiempo libre ─y siempre, traspapelada como por azar entre todas esas inquietudes, alguna pregunta sobre la vida personal de Rímini, que Nancy formulaba bajando el tono de voz, como si, pese al atolondramiento de su deseo de saber, todavía tuviera la conciencia necesaria para detenerse.",0,Novela,REA (Corpes Siglo XXI),"Pauls, Alan: El pasado. Barcelona: Anagrama, 2003",Argentina,,,,,,,,,,,,,,,,,,,
838,Amiga intima,"Con la recomendación de no mostrarlos a nadie, y leerlos en soledad, me dio en préstamo libros que entusiasmaron mi corazón de niño, Isis sin velo, escrito por madame Blavatski, la gran vidente rusa, “amiga íntima” suya, Las siete lámparas de la arquitectura, de John Ruskin, y La llama espiritista de Allan Cardec. Y cuando partí a Francia, me entregó una carta de presentación para madame Blavatski.",0,Novela,REA (Corpes Siglo XXI),"Ramírez, Sergio: Mil y una muertes. México, D.F.: Penguin Random House Grupo Editorial, 2004",Nicaragua,,,,,,,,,,,,,,,,,,,
839,Amiga intima,"Pensé que quizá ella creyese que necesitaba la ayuda de un psiquiatra, aunque lo negara, o posiblemente aceptaba sus perturbaciones pasadas y sus miedos actuales como algo natural, algo que obedecía a un sufrimiento intenso. Por otra parte, temí que me necesitara cada noche y no sólo durante el día. Tal vez ya se habría desahogado a lo largo de mucho tiempo con Antonia o con alguna “amiga íntima” y no hubiera encontrado en ellas una comprensión que lograra serenarla, y fuera precisamente eso, ser entendida, lo que necesitaba de mí.",0,Novela,REA (Corpes Siglo XXI),"García Morales, Adelaida: El testamento de Regina. Madrid: Debate, 2001",España,,,,,,,,,,,,,,,,,,,
840,Amiga intima,"La obra planteaba el enjuiciamiento al que es sometido un pequeño-burgués -término muy propio de la retórica de la época- por un grupo de obreros de los Tribunales de Justicia. Entre los testigos que declaran están la esposa del burgués, una “amiga íntima” y sus compañeros de oficina. La opresiva religión católica que acompañó al acusado también es puesta en evidencia, así como su indeterminada posición ideológica -en varios momentos se le canta una resonante ""Marcha de la Ambigüedad""-, su afán consumista y su rendición ante los valores norteamericanos.",0,Arte y Cultura,REA (Corpes Siglo XXI),"Piña, Juan Andrés: El Problema Shakespeare y otros temas del teatro contemporáneo. Santiago de Chile: RIL editores, 2002",Chile,,,,,,,,,,,,,,,,,,,
